Activity_Period,Activity_Period_Start_Date,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight,data_as_of,data_loaded_at,Activity Period Date,DI_Created_By,DI_Created_Dt
200201,2002/01/01,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,200,43,"27,090,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,727,200,1,"154,500",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Passenger,Wide Body,Boeing,747,200,32,"20,160,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,757,,179,"35,442,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A319,,3,"403,200",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,,116,"16,495,200",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,30,2,"822,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,40,1,"403,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,400,14,"8,819,902",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A300,,33,"13,794,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,10,18,"6,543,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,400,31,"19,530,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,,11,"7,323,800",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A340,300,31,"12,958,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,146,"6,862,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,120ER,"1,731","44,649,414",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,120RT,260,"6,448,520",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,,29,"4,118,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,200,28,"2,996,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,300,97,"11,063,200",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,,199,"39,402,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,,103,"14,186,800",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,,122,"17,339,200",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,,62,"10,633,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,6,"660,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,121,"15,488,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,84,"12,096,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,,23,"2,622,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,200,62,"12,276,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,0,3,"384,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,57,"7,410,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,300,"1,025","116,850,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,322,124,"14,136,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,821,"90,310,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,71,"44,730,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,164,"103,320,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,422,31,"19,530,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,,603,"119,394,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,222,298,"81,056,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,300,169,"50,700,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,40,"12,800,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,222,19,"8,740,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,222,124,"57,040,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,106,"48,760,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,,179,"79,655,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,418,"56,213,058",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,537,"76,360,326",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,31,"4,408,138",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,0,6,"768,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-81,0,4,"512,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-82,0,7,"910,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-83,0,8,"1,116,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-87,0,6,"768,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200201,2002/01/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,31,"19,530,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-01-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,757,200,78,"15,444,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,757,300,1,"224,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Wide Body,Lockheed,L1011,0,25,"8,950,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Passenger,Wide Body,Boeing,777,0,6,"2,759,964",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,737,200,11,"1,155,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,737,,18,"1,926,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,28,"3,765,468",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,145,"20,618,565",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400,15,"9,449,895",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A340,300,8,"3,315,720",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A340,,17,"7,120,858",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,267,"32,307,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,400,141,"17,061,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,45,"5,814,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,700,21,"2,713,200",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900,1,"146,300",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,McDonnell Douglas,MD-80,93,24,"3,120,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,125,"16,250,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,777,200ER,20,"9,200,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,,191,"27,504,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,200ER,112,"22,176,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,W,76,"15,048,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,,57,"11,286,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200ER,135,"37,530,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
200202,2002/02/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,153,"47,430,000",2025-08-21 16:21:32,2025-08-22 23:03:26,2002-02-01,RIYA,2025-09-19 22:32:42
